City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,yellowknife,62.456,-114.3525,-3.66,97,100,5.14,CA,1730159916
1,huangshan,29.7114,118.3125,14.71,86,100,1.25,CN,1730159918
2,wailua homesteads,22.0669,-159.378,27.44,82,40,9.26,US,1730159919
3,waitangi,-43.9535,-176.5597,12.12,87,49,6.84,NZ,1730159920
4,bredasdorp,-34.5322,20.0403,13.94,96,25,2.74,ZA,1730159922
5,port-aux-francais,-49.35,70.2167,3.01,90,96,10.35,TF,1730159923
6,blackmans bay,-43.0167,147.3167,18.74,53,37,0.89,AU,1730159924
7,barma,8.35,-11.3333,22.62,100,99,0.9,SL,1730159926
8,margaret river,-33.95,115.0667,18.5,54,2,2.53,AU,1730159927
9,newman,37.3138,-121.0208,18.36,49,39,3.58,US,1730159928
10,iron river,46.0927,-88.6423,13.12,56,68,5.72,US,1730159929
11,edinburgh of the seven seas,-37.0676,-12.3116,13.18,70,0,9.87,SH,1730159930
12,punta arenas,-53.15,-70.9167,10.06,57,0,18.52,CL,1730159931
13,port saint john's,-31.6229,29.5448,19.72,72,46,1.38,ZA,1730159932
14,east london,-33.0153,27.9116,16.86,68,51,1.79,ZA,1730159934
15,madimba,-10.4,40.3333,24.89,92,20,2.33,TZ,1730159935
16,jamestown,42.097,-79.2353,12.8,51,0,3.09,US,1730159808
17,afaahiti,-17.75,-149.2833,23.09,78,61,8.33,PF,1730159937
18,papatowai,-46.5619,169.4708,13.0,48,17,5.79,NZ,1730159938
19,nova granada,-20.5339,-49.3142,22.89,85,88,2.22,BR,1730159939
20,grytviken,-54.2811,-36.5092,-0.17,96,100,2.64,GS,1730159940
21,mahina,-17.5065,-149.489,28.87,61,0,2.57,PF,1730159784
22,ilulissat,69.2167,-51.1,-13.99,61,71,1.54,GL,1730159942
23,port mathurin,-19.6833,63.4167,23.31,77,28,5.37,MU,1730159944
24,hirara,24.8,125.2833,25.92,100,75,11.83,JP,1730159946
25,torghay,49.6339,63.4981,3.59,75,77,2.14,KZ,1730159947
26,hithadhoo,-0.6,73.0833,27.24,80,100,4.93,MV,1730159948
27,west island,-12.1568,96.8225,25.99,83,20,4.12,CC,1730159949
28,labytnangi,66.6572,66.4183,-5.55,91,100,2.78,RU,1730159950
29,crane,31.3974,-102.3501,26.75,19,13,9.29,US,1730159951
30,mogadishu,2.0371,45.3438,25.18,83,46,4.88,SO,1730159953
31,vilyuchinsk,52.9306,158.4028,2.15,81,100,6.35,RU,1730159954
32,albany,42.6001,-73.9662,4.89,71,88,0.98,US,1730159955
33,porto novo,6.4965,2.6036,25.81,87,100,2.1,BJ,1730159956
34,olonkinbyen,70.9221,-8.7187,-3.55,82,98,6.92,SJ,1730159879
35,vila franca do campo,37.7167,-25.4333,18.27,99,58,2.23,PT,1730159958
36,acarau,-2.8856,-40.12,26.29,76,1,8.89,BR,1730159960
37,longyearbyen,78.2186,15.6401,-2.09,93,75,1.03,SJ,1730159961
38,ushuaia,-54.8,-68.3,6.81,76,75,12.35,AR,1730159963
39,porbandar,21.6422,69.6093,26.88,73,17,3.33,IN,1730159965
40,pimentel,-6.8367,-79.9342,19.16,77,0,8.75,PE,1730159966
41,ilomantsi,62.6716,30.9328,2.97,82,68,3.48,FI,1730159967
42,chonchi,-42.6128,-73.8092,11.73,94,15,1.24,CL,1730159968
43,fort bragg,35.139,-79.006,16.06,78,0,0.0,US,1730159971
44,adamstown,-25.066,-130.1015,21.29,75,100,3.86,PN,1730159972
45,atafu village,-8.5421,-172.5159,28.07,73,80,3.01,TK,1730159973
46,markaz-e hukumat-e darweshan,31.1323,64.1934,13.5,41,7,2.98,AF,1730159974
47,cill airne,52.05,-9.5167,9.86,97,74,1.04,IE,1730159976
48,bafq,31.6128,55.4107,13.63,44,0,3.16,IR,1730159977
49,san patricio,28.017,-97.5169,25.68,73,40,6.32,US,1730159978
50,al artawiyah,26.5053,45.3444,20.69,34,71,2.97,SA,1730159980
51,puerto natales,-51.7236,-72.4875,8.46,85,91,5.32,CL,1730159981
52,kingston,17.997,-76.7936,29.53,84,20,4.12,JM,1730159982
53,hammerfest,70.6634,23.6821,3.25,81,75,19.55,NO,1730159983
54,quatre cocos,-20.2078,57.7625,23.06,86,11,3.37,MU,1730159985
55,badger,64.8,-147.5333,-5.91,87,100,3.09,US,1730159986
56,trevelin,-43.0858,-71.4639,12.2,65,17,2.19,AR,1730159987
57,turkmenbasy,40.0222,52.9552,12.43,66,0,4.12,TM,1730159988
58,midvagur,62.0511,-7.1939,9.46,93,100,7.72,FO,1730159989
59,sitka,57.0531,-135.33,7.94,87,75,2.06,US,1730159990
60,okhotsk,59.3833,143.3,-9.98,68,81,7.76,RU,1730159991
61,ust-nera,64.5667,143.2,-20.43,98,87,1.28,RU,1730159992
62,carnarvon,-24.8667,113.6333,24.57,54,0,6.12,AU,1730159994
63,vinton,37.281,-79.897,14.47,80,51,1.18,US,1730159995
64,vernon,50.2581,-119.2691,12.47,51,99,1.79,CA,1730159996
65,hermanus,-34.4187,19.2345,16.0,89,65,2.46,ZA,1730159997
66,pacific grove,36.6177,-121.9166,16.48,88,75,6.69,US,1730159998
67,lautoka,-17.6167,177.4667,28.92,61,75,3.6,FJ,1730159999
68,kapa'a,22.0752,-159.319,28.18,81,40,9.26,US,1730160000
69,lompoc,34.6391,-120.4579,18.16,69,0,9.77,US,1730160001
70,mandali,33.7499,45.5541,17.06,25,0,3.96,IQ,1730160002
71,bilibino,68.0546,166.4372,-20.13,95,70,1.26,RU,1730160004
72,kushiro,42.975,144.3747,7.53,65,20,3.09,JP,1730160005
73,jerez de garcia salinas,22.65,-103.0,19.9,26,0,3.61,MX,1730160006
74,crixas,-14.5489,-49.9692,25.51,70,72,1.58,BR,1730160007
75,stanley,54.868,-1.6985,12.01,94,20,2.57,GB,1730160008
76,al kharj,24.155,47.3346,21.32,31,67,2.34,SA,1730160009
77,howrah,22.5892,88.3103,26.0,94,20,0.0,IN,1730160010
